"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
"23","technician","married","secondary","no","8254","yes","no","unknown","29","may","409","3","-1","0","unknown","no"
"44","management","married","tertiary","no","1791","no","no","telephone","12","aug","201","1","182","2","success","yes"
"37","blue-collar","married","primary","no","27","no","no","unknown","6","jun","80","1","-1","0","unknown","no"
"24","management","single","tertiary","no","0","no","no","cellular","6","oct","526","1","-1","0","unknown","no"
"33","blue-collar","married","primary","no","139","yes","no","cellular","8","may","548","1","-1","0","unknown","no"
"33","blue-collar","married","secondary","no","61","yes","no","unknown","26","may","129","3","-1","0","unknown","no"
"57","retired","married","primary","no","6969","no","no","cellular","19","nov","152","2","-1","0","unknown","no"
"41","technician","single","secondary","no","-41","yes","yes","cellular","3","apr","154","1","-1","0","unknown","no"
"52","technician","married","unknown","no","562","no","no","unknown","17","jun","187","1","-1","0","unknown","no"
"61","admin.","married","unknown","no","4629","yes","no","cellular","27","jan","181","1","92","1","success","yes"
"41","blue-collar","married","primary","no","254","yes","no","cellular","12","may","25","1","309","3","failure","no"
"57","blue-collar","married","secondary","no","2058","yes","no","telephone","18","may","23","2","-1","0","unknown","no"
"56","management","divorced","tertiary","no","41","no","no","unknown","5","jun","179","1","-1","0","unknown","no"
"36","blue-collar","married","secondary","no","0","no","no","unknown","20","jun","332","3","-1","0","unknown","no"
"46","management","married","tertiary","no","245","yes","no","unknown","16","may","42","10","-1","0","unknown","no"
"38","unemployed","married","primary","no","7005","yes","no","cellular","7","jul","370","1","412","1","failure","yes"
"38","technician","single","secondary","no","614","yes","no","unknown","20","may","116","1","-1","0","unknown","no"
"46","blue-collar","married","primary","no","938","yes","no","unknown","2","jun","92","2","-1","0","unknown","no"
"50","admin.","married","secondary","no","706","yes","no","cellular","6","aug","1250","4","-1","0","unknown","yes"
"59","entrepreneur","married","secondary","no","2429","no","yes","cellular","18","nov","79","2","182","7","failure","no"
"30","management","single","tertiary","no","2995","yes","no","cellular","18","nov","329","1","-1","0","unknown","no"
"31","admin.","married","secondary","no","774","yes","yes","cellular","21","jul","93","1","-1","0","unknown","no"
"28","blue-collar","single","secondary","no","-127","yes","no","cellular","4","jul","1044","3","-1","0","unknown","yes"
"41","technician","married","secondary","no","0","no","no","cellular","20","aug","113","3","-1","0","unknown","no"
"25","admin.","single","tertiary","no","1734","no","no","cellular","19","oct","366","1","-1","0","unknown","no"
"35","admin.","married","secondary","no","1286","yes","no","cellular","5","may","862","3","337","1","other","yes"
"49","blue-collar","married","primary","no","1","no","yes","cellular","5","feb","98","1","210","1","other","no"
"40","technician","single","tertiary","no","445","yes","no","cellular","24","jul","631","1","-1","0","unknown","no"
"33","management","single","tertiary","no","312","no","no","cellular","11","aug","271","1","369","3","failure","no"
"33","blue-collar","married","secondary","no","478","yes","no","cellular","7","may","349","1","338","1","failure","no"
"53","management","married","tertiary","no","1624","no","no","cellular","11","nov","166","3","97","7","success","yes"
"56","entrepreneur","divorced","tertiary","no","2975","no","yes","cellular","30","jul","28","13","-1","0","unknown","no"
"28","blue-collar","single","secondary","no","171","yes","no","cellular","18","may","523","2","-1","0","unknown","no"
"31","blue-collar","single","primary","no","-147","no","yes","cellular","9","jul","263","2","-1","0","unknown","no"
"41","management","single","tertiary","no","537","yes","no","cellular","29","jan","278","2","-1","0","unknown","no"
"30","admin.","single","tertiary","no","305","no","no","cellular","30","apr","633","1","85","2","success","yes"
"30","technician","single","secondary","no","323","no","no","cellular","25","jan","116","1","151","3","failure","no"
"47","blue-collar","divorced","secondary","no","1480","yes","no","cellular","15","may","144","1","365","1","failure","no"
"54","retired","married","primary","no","0","yes","no","unknown","13","may","106","1","-1","0","unknown","no"
"35","technician","married","tertiary","no","1526","yes","no","cellular","2","feb","236","2","217","4","failure","no"
"37","technician","single","secondary","no","428","yes","no","unknown","30","may","107","1","-1","0","unknown","no"
"31","blue-collar","single","secondary","no","369","yes","yes","unknown","27","may","30","8","-1","0","unknown","no"
"40","admin.","single","tertiary","no","283","yes","no","cellular","20","apr","222","1","153","4","failure","no"
"38","blue-collar","married","secondary","no","-220","yes","no","unknown","27","may","518","2","-1","0","unknown","no"
"31","management","married","tertiary","no","1032","no","no","cellular","7","jul","284","1","-1","0","unknown","yes"
"39","technician","married","secondary","no","616","no","no","telephone","8","dec","170","1","-1","0","unknown","no"
"28","blue-collar","single","tertiary","no","4099","no","no","cellular","23","apr","116","4","-1","0","unknown","yes"
"46","services","married","secondary","no","375","no","no","telephone","31","jul","172","6","-1","0","unknown","no"
"46","self-employed","single","secondary","no","69","no","yes","cellular","18","jul","103","2","-1","0","unknown","no"
"54","admin.","married","secondary","no","0","no","no","cellular","27","jan","565","1","-1","0","unknown","yes"
"49","technician","single","tertiary","no","2585","no","no","unknown","11","jun","64","1","-1","0","unknown","no"
"34","technician","married","secondary","no","134","yes","no","cellular","6","may","159","1","-1","0","unknown","no"
"31","technician","married","secondary","no","183","no","no","cellular","16","apr","495","1","-1","0","unknown","yes"
"32","technician","single","tertiary","no","705","yes","no","cellular","20","apr","20","4","-1","0","unknown","no"
"32","technician","married","secondary","no","175","yes","no","unknown","13","may","142","1","-1","0","unknown","no"
"62","retired","married","tertiary","no","2557","yes","no","cellular","14","sep","211","1","216","7","success","yes"
"59","admin.","divorced","secondary","no","-41","yes","yes","unknown","20","may","171","1","-1","0","unknown","no"
"39","management","married","tertiary","no","622","no","no","cellular","22","may","181","2","184","1","failure","no"
"28","management","married","tertiary","no","577","yes","no","cellular","16","apr","152","1","-1","0","unknown","no"
"33","management","married","tertiary","no","5878","no","no","cellular","23","oct","438","1","430","2","failure","yes"
"53","blue-collar","divorced","primary","no","235","no","no","cellular","30","jul","241","2","-1","0","unknown","no"
"27","blue-collar","single","secondary","no","-46","yes","no","cellular","3","dec","97","3","199","8","other","no"
"38","management","single","tertiary","no","0","yes","no","cellular","17","nov","213","2","-1","0","unknown","no"
"47","self-employed","married","secondary","no","4420","yes","yes","cellular","20","nov","454","1","-1","0","unknown","yes"
"41","blue-collar","married","secondary","no","211","yes","no","telephone","8","may","546","3","368","4","failure","no"
"35","technician","married","tertiary","no","0","yes","yes","cellular","21","nov","86","1","-1","0","unknown","no"
"37","blue-collar","married","primary","no","708","yes","no","telephone","2","feb","51","1","-1","0","unknown","no"
"46","management","married","secondary","no","1098","no","no","cellular","8","may","99","3","343","3","other","no"
"50","technician","married","secondary","no","797","yes","no","unknown","6","may","354","1","-1","0","unknown","no"
"44","admin.","married","secondary","no","58544","yes","no","unknown","7","may","144","2","-1","0","unknown","no"
"31","technician","married","secondary","no","0","no","no","cellular","20","aug","102","2","-1","0","unknown","no"
"28","management","single","tertiary","no","1027","yes","no","cellular","14","may","433","1","-1","0","unknown","no"
"35","management","married","tertiary","no","2374","yes","yes","cellular","20","jul","174","2","215","6","other","no"
"35","blue-collar","married","primary","no","414","no","no","unknown","13","may","504","4","-1","0","unknown","yes"
"27","self-employed","married","tertiary","no","0","no","yes","cellular","28","jul","133","4","-1","0","unknown","no"
"40","management","married","tertiary","no","655","yes","no","unknown","26","may","227","1","-1","0","unknown","no"
"27","self-employed","single","tertiary","no","970","yes","no","cellular","13","feb","55","2","-1","0","unknown","no"
"47","admin.","divorced","primary","no","357","yes","yes","unknown","15","may","134","1","-1","0","unknown","no"
"49","management","married","tertiary","yes","-24","no","no","cellular","18","nov","132","3","-1","0","unknown","no"
"36","self-employed","single","tertiary","no","134","no","yes","unknown","1","jun","36","1","-1","0","unknown","no"
"45","blue-collar","married","secondary","no","726","yes","no","cellular","31","jul","175","6","-1","0","unknown","no"
"66","retired","married","tertiary","no","908","no","no","cellular","28","jan","156","2","-1","0","unknown","no"
"46","blue-collar","married","secondary","no","4855","yes","no","cellular","10","aug","1529","1","397","1","failure","no"
"59","technician","married","secondary","no","2613","no","no","cellular","5","feb","79","1","-1","0","unknown","no"
"40","services","married","secondary","no","69","yes","no","unknown","9","may","143","3","-1","0","unknown","no"
"53","self-employed","divorced","tertiary","no","1841","no","no","unknown","12","jun","403","5","-1","0","unknown","no"
"46","blue-collar","married","primary","no","1227","no","no","telephone","28","jan","157","3","-1","0","unknown","no"
"53","admin.","married","secondary","no","673","no","yes","telephone","28","jul","137","2","-1","0","unknown","no"
"46","technician","married","unknown","no","626","yes","no","unknown","26","may","399","2","-1","0","unknown","no"
"47","blue-collar","married","secondary","no","243","yes","no","cellular","4","feb","220","1","246","4","failure","no"
"41","management","married","tertiary","no","0","no","yes","unknown","16","may","330","4","-1","0","unknown","no"
"45","services","married","secondary","no","567","yes","no","telephone","14","aug","234","3","-1","0","unknown","no"
"37","admin.","married","secondary","no","0","no","no","cellular","29","jul","153","4","-1","0","unknown","no"
"41","services","married","secondary","no","6687","yes","no","cellular","21","jul","91","3","-1","0","unknown","no"
"32","technician","single","tertiary","no","388","no","no","cellular","2","aug","100","8","95","3","success","no"
"33","self-employed","married","tertiary","no","0","yes","no","cellular","19","nov","122","2","-1","0","unknown","no"
"51","blue-collar","married","primary","no","0","no","no","cellular","20","nov","85","1","-1","0","unknown","no"
"33","technician","single","secondary","no","-96","no","no","cellular","29","jan","213","4","-1","0","unknown","no"
"31","technician","single","secondary","no","0","no","no","cellular","29","aug","157","2","-1","0","unknown","no"
"39","technician","married","tertiary","no","794","no","no","telephone","2","feb","182","1","-1","0","unknown","no"
"43","management","married","tertiary","no","0","no","no","cellular","21","aug","127","3","-1","0","unknown","no"
"37","blue-collar","married","secondary","no","11953","yes","yes","unknown","29","may","208","1","-1","0","unknown","no"
"40","blue-collar","married","primary","no","-166","yes","no","unknown","13","may","136","1","-1","0","unknown","no"
"35","technician","single","tertiary","no","5301","no","no","cellular","21","nov","937","2","-1","0","unknown","yes"
"51","admin.","single","secondary","no","2130","yes","no","telephone","28","jul","126","8","-1","0","unknown","no"
"35","management","married","tertiary","no","1731","no","no","cellular","31","jul","361","4","-1","0","unknown","yes"
"35","self-employed","single","tertiary","no","71","no","no","cellular","15","jun","651","1","-1","0","unknown","yes"
"53","blue-collar","married","secondary","no","-162","yes","no","cellular","14","jul","81","6","-1","0","unknown","no"
"30","technician","single","tertiary","no","178","no","no","cellular","17","jul","656","3","-1","0","unknown","yes"
"57","technician","married","secondary","no","192","no","no","cellular","3","feb","119","4","-1","0","unknown","no"
"41","blue-collar","married","secondary","no","217","yes","no","cellular","15","apr","375","2","344","1","failure","no"
"29","blue-collar","single","primary","no","950","yes","no","unknown","4","jun","135","3","-1","0","unknown","no"
"45","blue-collar","married","primary","no","179","no","no","cellular","25","aug","122","3","-1","0","unknown","no"
"36","admin.","divorced","secondary","no","-811","yes","no","cellular","12","may","365","2","-1","0","unknown","yes"
"50","admin.","married","secondary","no","5361","no","no","cellular","18","feb","276","3","195","1","failure","no"
"29","admin.","single","secondary","no","2768","yes","no","unknown","2","jun","121","4","-1","0","unknown","no"
"66","management","married","secondary","no","587","no","no","cellular","12","may","457","2","392","2","success","yes"
"39","housemaid","married","primary","no","2460","no","no","cellular","11","jul","194","3","-1","0","unknown","no"
"35","management","married","tertiary","no","171","no","no","cellular","29","aug","204","2","-1","0","unknown","no"
"43","blue-collar","married","primary","yes","1202","no","no","unknown","30","may","295","1","-1","0","unknown","no"
"42","admin.","single","unknown","no","-138","yes","no","unknown","26","may","109","1","-1","0","unknown","no"
"42","management","divorced","secondary","no","640","no","no","cellular","30","jan","545","1","-1","0","unknown","no"
"26","management","single","tertiary","no","962","yes","no","cellular","8","may","132","1","-1","0","unknown","no"
"40","management","married","tertiary","no","8902","yes","no","cellular","14","aug","464","5","-1","0","unknown","no"
"36","blue-collar","married","unknown","no","722","yes","no","cellular","18","nov","242","1","182","2","failure","no"
"30","technician","single","tertiary","no","799","yes","yes","unknown","6","jun","91","18","-1","0","unknown","no"
"34","management","single","tertiary","no","3035","no","no","cellular","20","nov","1166","1","-1","0","unknown","no"
"47","technician","married","secondary","no","10179","yes","no","unknown","9","jun","179","2","-1","0","unknown","no"
"39","admin.","married","secondary","no","260","yes","no","cellular","17","apr","146","1","281","1","failure","no"
"36","management","married","tertiary","no","-633","yes","no","cellular","17","jul","106","1","-1","0","unknown","no"
"39","management","married","tertiary","no","9579","yes","no","cellular","18","nov","160","3","-1","0","unknown","no"
"29","self-employed","single","tertiary","no","162","no","yes","cellular","25","jul","324","1","-1","0","unknown","no"
"30","services","married","secondary","no","-176","yes","no","cellular","30","jul","47","31","-1","0","unknown","no"
"40","technician","married","secondary","no","77","no","no","unknown","6","may","505","1","-1","0","unknown","no"
"46","technician","married","secondary","no","0","no","no","cellular","12","aug","107","1","104","3","success","no"
"51","admin.","married","primary","no","2281","yes","yes","unknown","5","jun","163","1","-1","0","unknown","no"
"28","student","single","secondary","no","404","yes","no","cellular","18","may","33","2","367","4","other","no"
"33","blue-collar","single","secondary","no","1211","yes","no","cellular","15","may","39","1","361","4","failure","no"
"50","management","married","tertiary","no","0","no","no","cellular","10","aug","232","3","130","3","other","no"
"49","admin.","divorced","primary","no","112","yes","no","cellular","13","may","79","1","-1","0","unknown","no"
"33","unemployed","married","tertiary","no","3335","no","no","cellular","18","aug","98","6","-1","0","unknown","no"
"34","management","married","secondary","no","-311","yes","no","unknown","27","may","305","2","-1","0","unknown","no"
"35","management","married","tertiary","no","1613","yes","no","cellular","18","nov","95","1","-1","0","unknown","no"
"30","management","single","tertiary","no","147","no","no","cellular","1","jun","153","1","-1","0","unknown","no"
"37","services","married","secondary","no","775","no","no","cellular","14","aug","150","2","-1","0","unknown","yes"
"34","entrepreneur","married","tertiary","no","0","yes","no","cellular","6","may","611","1","183","1","failure","yes"
"40","blue-collar","married","primary","yes","-509","yes","no","unknown","23","may","298","1","-1","0","unknown","no"
"50","admin.","single","secondary","no","424","yes","no","unknown","12","may","72","2","-1","0","unknown","no"
"58","retired","married","primary","no","235","yes","no","unknown","5","may","167","1","-1","0","unknown","no"
"40","retired","married","secondary","no","102","no","no","cellular","6","may","168","1","-1","0","unknown","no"
"37","admin.","single","secondary","no","728","no","no","cellular","3","feb","129","1","174","2","other","yes"
"60","retired","married","primary","no","0","no","no","cellular","18","aug","142","3","-1","0","unknown","no"
"41","management","married","tertiary","no","676","no","no","unknown","17","jun","78","1","-1","0","unknown","no"
"35","blue-collar","single","primary","no","90","yes","no","unknown","23","may","203","1","-1","0","unknown","no"
"44","management","single","secondary","no","109","yes","no","cellular","20","apr","101","4","328","3","failure","no"
"36","blue-collar","married","secondary","no","801","yes","yes","cellular","18","nov","250","2","-1","0","unknown","no"
"40","blue-collar","divorced","secondary","no","-333","yes","no","unknown","5","may","183","2","-1","0","unknown","no"
"35","technician","single","secondary","no","11423","yes","no","unknown","23","may","107","1","-1","0","unknown","no"
"48","management","divorced","tertiary","no","1492","yes","no","unknown","26","may","249","2","-1","0","unknown","no"
"33","technician","married","secondary","no","5833","yes","no","cellular","17","apr","57","1","-1","0","unknown","no"
"29","services","married","secondary","no","480","yes","no","cellular","18","jul","89","2","-1","0","unknown","no"
"41","management","married","tertiary","yes","852","yes","yes","cellular","27","aug","157","10","-1","0","unknown","no"
"34","self-employed","single","tertiary","no","589","yes","no","telephone","8","may","44","4","367","1","other","no"
"40","blue-collar","single","secondary","no","436","yes","no","unknown","5","may","231","3","-1","0","unknown","no"
"35","blue-collar","married","secondary","no","53","yes","no","unknown","2","jun","826","4","-1","0","unknown","no"
"29","blue-collar","divorced","unknown","no","17","yes","no","unknown","13","may","31","2","-1","0","unknown","no"
"42","technician","married","secondary","no","-813","yes","no","unknown","18","jun","36","4","-1","0","unknown","no"
"38","technician","married","secondary","no","581","yes","no","cellular","2","feb","223","2","272","1","failure","no"
"53","housemaid","married","primary","no","362","no","no","cellular","28","jul","1169","2","-1","0","unknown","yes"
"25","technician","single","secondary","no","1135","yes","no","unknown","12","may","396","3","-1","0","unknown","no"
"39","technician","married","secondary","no","27","yes","no","cellular","11","may","147","3","342","4","failure","no"
"37","services","married","secondary","no","-58","yes","no","unknown","16","jun","146","3","-1","0","unknown","no"
"42","services","married","secondary","no","-43","yes","yes","unknown","27","may","363","3","-1","0","unknown","no"
"72","retired","divorced","primary","no","0","no","no","telephone","28","aug","359","1","-1","0","unknown","no"
"30","technician","married","tertiary","no","1338","yes","yes","cellular","10","jul","81","6","-1","0","unknown","no"
"33","management","married","tertiary","no","17946","yes","no","cellular","4","may","15","4","87","6","failure","no"
"59","blue-collar","married","primary","no","259","yes","yes","unknown","14","may","267","2","-1","0","unknown","no"
"51","admin.","married","secondary","no","4178","yes","no","cellular","20","nov","167","4","174","1","failure","no"
"38","blue-collar","married","primary","no","476","yes","no","unknown","28","may","212","4","-1","0","unknown","no"
"51","management","single","unknown","no","1277","no","no","cellular","22","feb","143","5","294","1","failure","no"
"41","management","divorced","tertiary","no","5037","no","no","cellular","23","apr","252","9","185","5","other","yes"
"36","entrepreneur","married","secondary","no","2971","no","no","cellular","12","nov","247","1","97","8","failure","yes"
"27","blue-collar","married","primary","no","-443","no","yes","cellular","21","jul","93","4","-1","0","unknown","no"
"34","blue-collar","married","primary","no","2490","yes","no","cellular","19","nov","185","2","180","1","failure","no"
"33","blue-collar","married","secondary","no","35","yes","no","telephone","20","apr","87","1","322","1","failure","no"
"30","blue-collar","married","primary","no","597","yes","no","unknown","23","may","190","1","-1","0","unknown","no"
"37","technician","married","tertiary","no","247","no","no","cellular","20","aug","625","6","-1","0","unknown","yes"
"31","student","single","unknown","no","2144","yes","no","cellular","19","nov","282","2","-1","0","unknown","no"
"55","blue-collar","married","tertiary","no","1341","no","no","cellular","22","aug","46","8","-1","0","unknown","no"
"70","retired","married","primary","no","3230","no","no","cellular","24","nov","112","1","-1","0","unknown","no"
"41","admin.","married","primary","no","-306","yes","no","unknown","15","may","500","1","-1","0","unknown","yes"
"31","blue-collar","married","primary","no","48","yes","no","cellular","28","jul","209","4","-1","0","unknown","no"
"47","admin.","married","secondary","no","290","yes","no","cellular","22","jul","1352","2","-1","0","unknown","yes"
"33","technician","single","tertiary","no","172","no","no","unknown","7","jun","13","1","-1","0","unknown","no"
"57","management","married","tertiary","no","334","yes","no","cellular","15","may","169","2","365","2","failure","no"
"45","admin.","single","secondary","no","-342","no","yes","unknown","30","jun","158","1","-1","0","unknown","no"
"27","entrepreneur","married","secondary","no","97","yes","yes","cellular","18","may","13","3","-1","0","unknown","no"
"32","unemployed","married","secondary","no","11524","yes","no","cellular","19","nov","289","3","-1","0","unknown","no"
"30","management","single","tertiary","no","485","yes","no","cellular","21","nov","89","2","-1","0","unknown","no"
"29","admin.","single","secondary","no","2","no","no","cellular","4","nov","85","1","142","1","failure","no"
"57","management","married","tertiary","no","4929","yes","no","telephone","31","jul","91","4","-1","0","unknown","no"
"56","blue-collar","divorced","secondary","no","486","yes","no","unknown","18","jun","577","4","-1","0","unknown","no"
"38","technician","married","secondary","no","201","yes","no","cellular","2","feb","43","1","-1","0","unknown","no"
"40","blue-collar","single","unknown","no","29","no","no","telephone","7","jul","118","2","-1","0","unknown","no"
"36","management","married","tertiary","no","753","no","no","cellular","26","may","71","5","40","4","failure","no"
"25","technician","single","secondary","no","4859","no","no","cellular","12","jan","227","1","-1","0","unknown","yes"
"31","blue-collar","married","secondary","no","1664","yes","no","cellular","20","apr","158","1","182","1","success","no"
"31","technician","single","secondary","no","36","no","no","cellular","20","aug","99","3","-1","0","unknown","no"
"55","management","married","primary","no","1691","yes","no","cellular","13","may","358","2","174","1","failure","no"
"56","retired","married","secondary","no","0","no","no","cellular","2","jun","71","3","-1","0","unknown","no"
"25","student","single","unknown","no","277","no","no","cellular","27","may","311","2","-1","0","unknown","yes"
"39","management","married","tertiary","no","399","no","no","cellular","9","apr","504","1","-1","0","unknown","no"
"43","services","divorced","unknown","no","159","no","no","unknown","16","jun","112","4","-1","0","unknown","no"
"33","services","single","secondary","no","192","no","no","cellular","24","jul","255","1","-1","0","unknown","no"
"36","blue-collar","married","unknown","no","-400","yes","yes","cellular","6","may","362","2","307","1","failure","no"
"49","blue-collar","married","primary","no","3049","no","no","unknown","12","jun","124","2","-1","0","unknown","no"
"54","management","divorced","tertiary","no","55","yes","no","cellular","27","may","183","2","-1","0","unknown","no"
"29","blue-collar","married","primary","no","50","no","no","cellular","8","jul","185","2","-1","0","unknown","no"
"34","self-employed","married","tertiary","no","0","yes","no","cellular","10","jul","95","1","-1","0","unknown","no"
"33","admin.","divorced","secondary","no","-331","yes","yes","cellular","11","may","186","2","350","3","failure","no"
"49","management","divorced","tertiary","no","4961","yes","no","cellular","3","feb","298","2","231","1","failure","no"
"45","blue-collar","married","unknown","no","13265","no","no","cellular","30","jul","113","2","-1","0","unknown","no"
"37","management","married","tertiary","no","3236","no","no","cellular","20","may","291","2","202","5","other","yes"
"44","management","married","secondary","no","576","yes","no","unknown","8","may","128","3","-1","0","unknown","no"
"58","management","married","primary","no","4850","no","no","cellular","7","jul","179","2","-1","0","unknown","no"
"33","management","married","tertiary","no","0","yes","no","unknown","6","may","290","1","-1","0","unknown","no"
"48","unemployed","divorced","primary","no","840","no","no","cellular","28","jan","196","1","-1","0","unknown","no"
"42","technician","single","secondary","no","-1","no","no","cellular","29","jan","259","1","-1","0","unknown","no"
"56","self-employed","divorced","secondary","no","0","no","no","cellular","18","nov","348","1","-1","0","unknown","no"
"52","services","married","secondary","no","657","no","no","telephone","7","jul","398","2","460","2","failure","yes"
"52","retired","divorced","tertiary","no","-309","yes","no","unknown","19","jun","500","2","-1","0","unknown","yes"
"34","blue-collar","single","primary","no","359","yes","no","unknown","9","may","154","3","-1","0","unknown","no"
"32","technician","married","secondary","no","1840","yes","no","cellular","25","aug","99","13","-1","0","unknown","no"
"51","technician","married","secondary","no","8758","no","no","telephone","31","jul","92","2","-1","0","unknown","no"
"34","technician","single","tertiary","no","-552","yes","no","cellular","27","aug","312","12","-1","0","unknown","no"
"47","self-employed","married","secondary","no","318","no","no","cellular","21","nov","83","1","-1","0","unknown","no"
"42","management","married","tertiary","no","8794","yes","no","unknown","29","may","166","3","-1","0","unknown","no"
"30","admin.","single","secondary","no","914","yes","no","cellular","28","oct","524","3","272","1","failure","yes"
"58","entrepreneur","married","primary","no","1153","yes","yes","telephone","12","may","206","6","337","6","failure","no"
"31","admin.","single","secondary","no","387","yes","no","cellular","13","may","228","2","370","1","failure","no"
"32","unemployed","single","secondary","no","1249","yes","no","cellular","20","nov","160","1","171","4","other","no"
"44","admin.","married","secondary","no","248","no","no","unknown","6","jun","18","1","-1","0","unknown","no"
"43","blue-collar","divorced","primary","no","-57","yes","no","unknown","16","may","221","2","-1","0","unknown","no"
"32","admin.","single","secondary","no","708","no","no","unknown","9","may","109","1","-1","0","unknown","no"
"32","blue-collar","single","secondary","no","259","yes","no","cellular","8","may","158","3","354","1","failure","no"
"37","unemployed","married","secondary","no","459","no","no","cellular","20","nov","109","4","-1","0","unknown","no"
"27","admin.","single","secondary","no","181","yes","no","unknown","8","may","231","2","-1","0","unknown","no"
"39","services","single","secondary","no","117","yes","no","unknown","5","jun","190","2","-1","0","unknown","no"
"51","admin.","married","primary","no","1330","yes","no","unknown","15","may","415","8","-1","0","unknown","no"
"33","management","single","secondary","no","0","yes","no","unknown","26","may","816","2","-1","0","unknown","no"
"56","admin.","divorced","secondary","no","3869","no","no","cellular","28","jan","79","1","-1","0","unknown","no"
"30","management","divorced","tertiary","no","415","yes","yes","cellular","6","may","984","1","343","4","failure","yes"
"49","admin.","married","secondary","no","-209","no","no","unknown","30","may","171","1","-1","0","unknown","no"
"47","admin.","single","secondary","no","1305","no","no","cellular","29","jul","172","2","-1","0","unknown","no"
"49","blue-collar","married","primary","no","154","yes","no","cellular","18","aug","26","15","-1","0","unknown","no"
"51","unemployed","single","tertiary","no","1594","no","no","telephone","4","feb","197","1","-1","0","unknown","no"
"56","management","divorced","tertiary","no","10532","no","no","cellular","7","aug","324","1","-1","0","unknown","yes"
"49","entrepreneur","married","primary","no","3112","yes","no","unknown","29","may","410","3","-1","0","unknown","no"
"38","blue-collar","married","primary","no","406","yes","no","cellular","29","jan","138","1","188","5","failure","no"
"35","blue-collar","married","secondary","no","913","yes","no","cellular","17","apr","738","2","-1","0","unknown","no"
"31","blue-collar","married","secondary","no","92","yes","no","telephone","29","jan","23","1","-1","0","unknown","no"
"44","blue-collar","married","secondary","no","1944","yes","no","unknown","14","may","222","5","-1","0","unknown","no"
"31","technician","single","secondary","no","388","no","no","cellular","11","aug","144","2","-1","0","unknown","no"
"47","management","married","tertiary","no","-315","yes","yes","cellular","27","aug","112","9","-1","0","unknown","no"
"40","services","divorced","secondary","no","687","yes","no","cellular","2","feb","531","1","208","1","success","yes"
"27","management","single","tertiary","no","377","no","no","cellular","21","aug","171","3","91","1","failure","no"
"54","housemaid","married","secondary","no","922","no","no","telephone","28","jan","123","2","-1","0","unknown","no"
"41","unemployed","married","tertiary","no","28","yes","no","cellular","4","feb","358","2","-1","0","unknown","no"
"58","admin.","married","secondary","no","3496","yes","no","unknown","2","jun","111","4","-1","0","unknown","no"
"53","admin.","married","primary","no","0","yes","no","cellular","8","may","86","1","298","3","failure","no"
"43","management","married","secondary","no","481","yes","no","telephone","18","nov","164","1","110","2","other","no"
"64","technician","married","tertiary","no","826","no","no","telephone","22","apr","101","1","-1","0","unknown","no"
"29","blue-collar","single","secondary","no","1446","yes","no","cellular","17","apr","88","3","-1","0","unknown","no"
"38","management","married","tertiary","no","569","yes","no","cellular","6","feb","105","2","252","1","failure","no"
"45","admin.","divorced","unknown","no","998","yes","no","telephone","30","jul","38","2","-1","0","unknown","no"
"43","entrepreneur","married","tertiary","no","0","yes","no","cellular","17","nov","105","1","-1","0","unknown","no"
"33","blue-collar","married","secondary","no","285","no","yes","unknown","3","jul","267","1","-1","0","unknown","no"
"31","management","single","tertiary","no","86","no","no","cellular","29","jan","100","1","170","4","failure","no"
"49","entrepreneur","divorced","tertiary","no","1342","yes","yes","cellular","18","nov","89","1","-1","0","unknown","no"
"26","blue-collar","married","secondary","no","0","yes","no","cellular","6","may","320","3","-1","0","unknown","no"
"34","management","divorced","tertiary","no","221","no","no","cellular","8","aug","150","2","-1","0","unknown","no"
"24","student","single","tertiary","no","834","no","no","cellular","9","sep","679","1","-1","0","unknown","yes"
"51","blue-collar","married","secondary","no","50","yes","yes","unknown","6","may","121","1","-1","0","unknown","no"
"72","retired","married","primary","no","0","no","no","cellular","29","dec","215","2","-1","0","unknown","no"
"43","management","married","tertiary","yes","0","no","no","cellular","27","aug","25","19","-1","0","unknown","no"
"53","entrepreneur","married","primary","no","694","yes","no","unknown","14","may","157","1","-1","0","unknown","no"
"35","technician","married","secondary","no","1577","yes","yes","cellular","17","aug","80","1","273","1","failure","no"
"37","technician","married","tertiary","no","16","yes","yes","unknown","7","may","153","3","-1","0","unknown","no"
"60","blue-collar","married","primary","no","11","no","no","telephone","26","aug","15","10","-1","0","unknown","no"
"35","blue-collar","divorced","primary","no","-5","no","no","unknown","6","jun","48","5","-1","0","unknown","no"
"43","technician","married","tertiary","no","0","no","no","cellular","4","aug","1488","2","-1","0","unknown","yes"
"27","management","single","tertiary","no","616","yes","no","cellular","22","may","685","1","101","1","other","yes"
"38","services","married","secondary","no","8876","no","no","cellular","19","nov","636","1","-1","0","unknown","no"
"27","technician","married","tertiary","no","77","yes","no","cellular","16","jul","143","1","-1","0","unknown","no"
"27","technician","single","tertiary","no","149","no","yes","cellular","30","jan","283","1","-1","0","unknown","no"
"27","blue-collar","married","tertiary","no","417","yes","yes","unknown","8","may","237","2","-1","0","unknown","no"
"44","admin.","single","secondary","no","1534","no","no","cellular","10","nov","95","1","95","3","success","yes"
"38","blue-collar","married","primary","no","433","no","no","cellular","7","jul","116","3","-1","0","unknown","no"
